"139f -- Väestöennuste 2021: Väestö iän ja sukupuolen mukaan alueittain, 2021-2040"

"Alue"	"Vuosi"	"Yhteensä Yhteensä Väestö 31.12. (ennuste 2021)"	"Yhteensä 0 - 6 Väestö 31.12. (ennuste 2021)"	"Yhteensä 7 - 12 Väestö 31.12. (ennuste 2021)"	"Yhteensä 13 - 15 Väestö 31.12. (ennuste 2021)"	"Yhteensä 16 - 18 Väestö 31.12. (ennuste 2021)"	"Yhteensä 19 - 49 Väestö 31.12. (ennuste 2021)"	"Yhteensä 50 - 64 Väestö 31.12. (ennuste 2021)"	"Yhteensä 65 - 74 Väestö 31.12. (ennuste 2021)"	"Yhteensä 75 - Väestö 31.12. (ennuste 2021)"	"Miehet Yhteensä Väestö 31.12. (ennuste 2021)"	"Miehet 0 - 6 Väestö 31.12. (ennuste 2021)"	"Miehet 7 - 12 Väestö 31.12. (ennuste 2021)"	"Miehet 13 - 15 Väestö 31.12. (ennuste 2021)"	"Miehet 16 - 18 Väestö 31.12. (ennuste 2021)"	"Miehet 19 - 49 Väestö 31.12. (ennuste 2021)"	"Miehet 50 - 64 Väestö 31.12. (ennuste 2021)"	"Miehet 65 - 74 Väestö 31.12. (ennuste 2021)"	"Miehet 75 - Väestö 31.12. (ennuste 2021)"	"Naiset Yhteensä Väestö 31.12. (ennuste 2021)"	"Naiset 0 - 6 Väestö 31.12. (ennuste 2021)"	"Naiset 7 - 12 Väestö 31.12. (ennuste 2021)"	"Naiset 13 - 15 Väestö 31.12. (ennuste 2021)"	"Naiset 16 - 18 Väestö 31.12. (ennuste 2021)"	"Naiset 19 - 49 Väestö 31.12. (ennuste 2021)"	"Naiset 50 - 64 Väestö 31.12. (ennuste 2021)"	"Naiset 65 - 74 Väestö 31.12. (ennuste 2021)"	"Naiset 75 - Väestö 31.12. (ennuste 2021)"
"Kristiinankaupunki"	"2027"	5931	311	327	171	172	1438	1083	1055	1374	3006	154	160	84	92	795	546	527	648	2925	157	167	87	80	643	537	528	726
"Kristiinankaupunki"	"2028"	5874	306	331	170	159	1441	1043	1016	1408	2978	152	158	86	83	799	533	510	657	2896	154	173	84	76	642	510	506	751
"Kristiinankaupunki"	"2029"	5817	301	320	173	159	1433	1005	986	1440	2950	149	158	85	82	794	513	497	672	2867	152	162	88	77	639	492	489	768
"Kristiinankaupunki"	"2030"	5762	297	318	173	158	1420	973	961	1462	2924	147	159	84	83	781	497	486	687	2838	150	159	89	75	639	476	475	775
"Kristiinankaupunki"	"2031"	5710	294	318	174	156	1413	934	936	1485	2897	146	159	81	84	777	479	475	696	2813	148	159	93	72	636	455	461	789
"Kruunupyy"	"2021"	6370	421	473	252	239	2080	1218	865	822	3222	215	238	127	126	1111	633	425	347	3148	206	235	125	113	969	585	440	475
"Kruunupyy"	"2022"	6320	411	462	266	235	2051	1199	832	864	3202	213	227	141	124	1087	626	413	371	3118	198	235	125	111	964	573	419	493
"Kruunupyy"	"2023"	6272	406	433	271	233	2028	1191	826	884	3184	206	222	136	125	1075	624	411	385	3088	200	211	135	108	953	567	415	499
"Kruunupyy"	"2024"	6224	393	430	252	240	2016	1168	801	924	3164	198	222	126	126	1069	612	403	408	3060	195	208	126	114	947	556	398	516
"Kruunupyy"	"2025"	6177	391	414	245	252	1979	1164	796	936	3143	200	211	120	138	1041	615	405	413	3034	191	203	125	114	938	549	391	523
"Kruunupyy"	"2026"	6131	386	393	234	256	1966	1161	770	965	3122	197	199	121	133	1037	613	390	432	3009	189	194	113	123	929	548	380	533
"Kruunupyy"	"2027"	6084	389	375	229	239	1961	1146	761	984	3101	197	192	118	124	1040	603	389	438	2983	192	183	111	115	921	543	372	546
"Kruunupyy"	"2028"	6036	381	368	224	230	1950	1116	779	988	3078	193	191	113	118	1030	596	401	436	2958	188	177	111	112	920	520	378	552
"Kruunupyy"	"2029"	5990	373	365	208	221	1930	1119	763	1011	3056	189	185	108	118	1014	602	388	452	2934	184	180	100	103	916	517	375	559
"Kruunupyy"	"2030"	5943	367	352	209	217	1897	1115	765	1021	3033	186	178	109	116	999	599	395	451	2910	181	174	100	101	898	516	370	570
"Kruunupyy"	"2031"	5901	361	351	199	212	1868	1114	760	1036	3012	183	180	104	111	985	598	392	459	2889	178	171	95	101	883	516	368	577
"Laihia"	"2021"	7974	575	759	331	280	2683	1448	1072	826	4014	299	397	169	141	1396	739	534	339	3960	276	362	162	139	1287	709	538	487
"Laihia"	"2022"	7947	551	732	351	299	2647	1414	1079	874	3989	285	385	182	151	1355	725	534	372	3958	266	347	169	148	1292	689	545	502
"Laihia"	"2023"	7920	531	697	384	292	2636	1403	1048	929	3966	283	369	193	139	1347	729	508	398	3954	248	328	191	153	1289	674	540	531
"Laihia"	"2024"	7887	504	679	384	311	2608	1396	1031	974	3942	267	357	188	160	1323	725	497	425	3945	237	322	196	151	1285	671	534	549
"Laihia"	"2025"	7852	510	623	380	331	2592	1388	1010	1018	3918	268	331	186	172	1303	725	489	444	3934	242	292	194	159	1289	663	521	574
"Laihia"	"2026"	7816	499	597	360	361	2545	1411	995	1048	3896	263	311	192	181	1275	736	483	455	3920	236	286	168	180	1270	675	512	593
"Laihia"	"2027"	7776	500	546	365	358	2520	1421	987	1079	3869	263	277	198	176	1274	737	473	471	3907	237	269	167	182	1246	684	514	608
"Laihia"	"2028"	7730	492	524	344	354	2496	1435	987	1098	3841	259	264	189	175	1260	739	476	479	3889	233	260	155	179	1236	696	511	619
"Laihia"	"2029"	7677	485	508	329	337	2472	1443	966	1137	3811	255	264	168	179	1245	739	458	503	3866	230	244	161	158	1227	704	508	634
"Laihia"	"2030"	7627	479	485	307	342	2439	1458	932	1185	3781	252	250	151	186	1220	751	441	530	3846	227	235	156	156	1219	707	491	655
"Laihia"	"2031"	7575	475	491	276	323	2416	1481	913	1200	3750	250	251	136	177	1206	757	436	537	3825	225	240	140	146	1210	724	477	663
"Luoto"	"2021"	5625	774	654	316	282	1989	779	450	381	2885	413	323	162	158	1037	404	221	167	2740	361	331	154	124	952	375	229	214
"Luoto"	"2022"	5708	785	658	323	284	2022	785	443	408	2928	406	340	169	151	1059	402	217	184	2780	379	318	154	133	963	383	226	224
"Luoto"	"2023"	5788	794	671	313	288	2065	786	439	432	2970	416	341	165	145	1084	403	218	198	2818	378	330	148	143	981	383	221	234
"Luoto"	"2024"	5865	801	660	319	308	2090	796	441	450	3010	417	345	156	159	1095	407	217	214	2855	384	315	163	149	995	389	224	236
"Luoto"	"2025"	5937	799	673	324	313	2099	819	439	471	3048	413	353	162	165	1095	420	217	223	2889	386	320	162	148	1004	399	222	248
"Luoto"	"2026"	6007	808	659	349	305	2135	809	452	490	3086	417	346	175	162	1120	410	226	230	2921	391	313	174	143	1015	399	226	260
"Luoto"	"2027"	6075	806	669	337	311	2170	823	449	510	3124	418	356	169	153	1143	422	227	236	2951	388	313	168	158	1027	401	222	274
"Luoto"	"2028"	6139	807	679	338	315	2184	828	464	524	3157	418	349	180	159	1144	433	231	243	2982	389	330	158	156	1040	395	233	281
"Luoto"	"2029"	6203	809	686	325	338	2205	827	476	537	3192	419	358	168	171	1158	426	245	247	3011	390	328	157	167	1047	401	231	290
"Luoto"	"2030"	6263	811	693	324	327	2245	832	484	547	3225	420	359	177	165	1170	427	256	251	3038	391	334	147	162	1075	405	228	296
"Luoto"	"2031"	6323	815	690	335	327	2270	834	489	563	3258	422	355	173	176	1187	424	260	261	3065	393	335	162	151	1083	410	229	302
"Maalahti"	"2021"	5435	361	355	161	141	1785	1036	782	814	2780	172	167	93	69	956	539	406	378	2655	189	188	68	72	829	497	376	436
"Maalahti"	"2022"	5421	351	324	209	139	1761	1032	763	842	2769	167	153	112	68	949	531	398	391	2652	184	171	97	71	812	501	365	451
"Maalahti"	"2023"	5411	352	324	199	155	1736	1016	771	858	2762	170	149	102	84	935	520	407	395	2649	182	175	97	71	801	496	364	463
"Maalahti"	"2024"	5400	352	313	195	159	1733	1010	751	887	2756	171	145	92	92	931	520	391	414	2644	181	168	103	67	802	490	360	473
"Maalahti"	"2025"	5388	350	311	158	202	1701	1010	749	907	2748	168	146	75	109	917	512	403	418	2640	182	165	83	93	784	498	346	489
"Maalahti"	"2026"	5376	339	311	166	193	1690	1003	745	929	2739	162	144	80	100	913	518	386	436	2637	177	167	86	93	777	485	359	493
"Maalahti"	"2027"	5362	343	307	153	188	1669	1020	738	944	2730	167	141	74	91	901	532	376	448	2632	176	166	79	97	768	488	362	496
"Maalahti"	"2028"	5341	337	299	161	156	1663	1028	731	966	2719	164	137	78	75	898	539	369	459	2622	173	162	83	81	765	489	362	507
"Maalahti"	"2029"	5321	332	299	153	163	1641	1026	721	986	2707	161	139	70	80	882	541	369	465	2614	171	160	83	83	759	485	352	521
"Maalahti"	"2030"	5303	327	301	153	152	1622	1031	716	1001	2697	159	141	70	75	870	543	368	471	2606	168	160	83	77	752	488	348	530
"Maalahti"	"2031"	5288	322	300	145	158	1615	1019	705	1024	2689	156	139	68	78	863	545	356	484	2599	166	161	77	80	752	474	349	540
"Mustasaari"	"2021"	19484	1568	1713	784	729	6672	3595	2320	2103	9791	805	856	390	385	3433	1818	1169	935	9693	763	857	394	344	3239	1777	1151	1168
"Mustasaari"	"2022"	19506	1560	1680	790	743	6642	3588	2310	2193	9812	794	850	391	386	3430	1818	1161	982	9694	766	830	399	357	3212	1770	1149	1211
"Mustasaari"	"2023"	19518	1517	1649	821	750	6631	3609	2269	2272	9828	780	827	407	392	3430	1828	1133	1031	9690	737	822	414	358	3201	1781	1136	1241
"Mustasaari"	"2024"	19523	1486	1604	866	745	6603	3605	2252	2362	9839	769	803	432	381	3411	1838	1125	1080	9684	717	801	434	364	3192	1767	1127	1282
"Mustasaari"	"2025"	19520	1474	1558	872	751	6568	3608	2268	2421	9846	753	793	435	382	3392	1852	1117	1122	9674	721	765	437	369	3176	1756	1151	1299
"Mustasaari"	"2026"	19512	1460	1500	860	782	6529	3640	2242	2499	9850	746	772	421	398	3369	1903	1084	1157	9662	714	728	439	384	3160	1737	1158	1342
"Mustasaari"	"2027"	19499	1451	1416	870	821	6463	3697	2200	2581	9851	749	719	432	421	3329	1936	1066	1199	9648	702	697	438	400	3134	1761	1134	1382
"Mustasaari"	"2028"	19482	1430	1409	831	825	6417	3749	2172	2649	9851	738	708	424	422	3311	1961	1055	1232	9631	692	701	407	403	3106	1788	1117	1417
"Mustasaari"	"2029"	19452	1409	1371	813	813	6376	3776	2155	2739	9846	727	697	415	409	3288	1988	1039	1283	9606	682	674	398	404	3088	1788	1116	1456
"Mustasaari"	"2030"	19413	1391	1347	760	822	6337	3795	2163	2798	9834	718	689	381	420	3274	1991	1054	1307	9579	673	658	379	402	3063	1804	1109	1491
"Mustasaari"	"2031"	19372	1375	1339	751	784	6277	3810	2160	2876	9820	710	675	379	412	3239	2002	1062	1341	9552	665	664	372	372	3038	1808	1098	1535
"Närpiö"	"2021"	9583	710	611	299	250	3179	1778	1301	1455	4880	351	310	165	134	1692	921	668	639	4703	359	301	134	116	1487	857	633	816
"Närpiö"	"2022"	9591	709	630	290	263	3177	1770	1268	1484	4884	352	322	158	139	1688	910	656	659	4707	357	308	132	124	1489	860	612	825
"Närpiö"	"2023"	9601	697	638	300	281	3158	1788	1215	1524	4889	352	322	151	160	1673	919	638	674	4712	345	316	149	121	1485	869	577	850
"Närpiö"	"2024"	9612	700	631	304	296	3146	1787	1199	1549	4894	345	326	154	165	1666	926	615	697	4718	355	305	150	131	1480	861	584	852
"Närpiö"	"2025"	9622	689	642	318	287	3147	1777	1196	1566	4899	342	335	158	158	1658	926	612	710	4723	347	307	160	129	1489	851	584	856
"Närpiö"	"2026"	9628	696	639	305	296	3163	1744	1205	1580	4900	347	326	160	151	1677	913	605	721	4728	349	313	145	145	1486	831	600	859
"Närpiö"	"2027"	9634	695	627	311	301	3173	1719	1191	1617	4902	350	317	161	155	1686	885	596	752	4732	345	310	150	146	1487	834	595	865
"Närpiö"	"2028"	9638	687	626	316	312	3177	1691	1184	1645	4903	346	318	168	158	1685	854	604	770	4735	341	308	148	154	1492	837	580	875
"Närpiö"	"2029"	9642	680	616	334	300	3186	1694	1171	1661	4904	343	318	166	159	1688	844	614	772	4738	337	298	168	141	1498	850	557	889
"Närpiö"	"2030"	9645	673	619	323	306	3192	1678	1176	1678	4905	339	312	169	160	1686	847	609	783	4740	334	307	154	146	1506	831	567	895
"Närpiö"	"2031"	9646	669	611	325	311	3193	1662	1176	1699	4905	337	310	169	167	1678	845	604	795	4741	332	301	156	144	1515	817	572	904
"Pedersören kunta"	"2021"	11203	1164	1082	560	509	4024	1772	1126	966	5784	606	579	290	273	2087	932	565	452	5419	558	503	270	236	1937	840	561	514
"Pedersören kunta"	"2022"	11226	1169	1057	576	509	4018	1764	1107	1026	5798	602	569	303	272	2085	932	550	485	5428	567	488	273	237	1933	832	557	541
"Pedersören kunta"	"2023"	11251	1181	1024	581	517	4017	1765	1102	1064	5811	611	552	297	276	2089	934	553	499	5440	570	472	284	241	1928	831	549	565
"Pedersören kunta"	"2024"	11270	1171	1034	550	546	4017	1744	1079	1129	5821	608	545	299	286	2083	924	545	531	5449	563	489	251	260	1934	820	534	598
"Pedersören kunta"	"2025"	11291	1172	1012	547	562	4022	1726	1073	1177	5832	609	537	291	298	2082	918	551	546	5459	563	475	256	264	1940	808	522	631
"Pedersören kunta"	"2026"	11309	1173	1010	524	565	4044	1724	1071	1198	5842	606	547	274	292	2097	921	546	559	5467	567	463	250	273	1947	803	525	639
"Pedersören kunta"	"2027"	11322	1146	1026	531	536	4057	1724	1078	1224	5848	594	540	281	294	2097	920	550	572	5474	552	486	250	242	1960	804	528	652
"Pedersören kunta"	"2028"	11332	1140	1030	510	532	4060	1729	1084	1247	5854	591	535	281	285	2098	928	550	586	5478	549	495	229	247	1962	801	534	661
"Pedersören kunta"	"2029"	11341	1133	1041	502	511	4064	1724	1084	1282	5858	587	544	281	269	2092	934	540	611	5483	546	497	221	242	1972	790	544	671
"Pedersören kunta"	"2030"	11350	1127	1034	503	516	4044	1750	1070	1306	5860	584	542	267	276	2090	944	544	613	5490	543	492	236	240	1954	806	526	693
"Pedersören kunta"	"2031"	11357	1121	1037	500	498	4033	1767	1068	1333	5862	581	544	258	277	2072	960	545	625	5495	540	493	242	221	1961	807	523	708
"Pietarsaari"	"2021"	19021	1230	1226	682	675	6528	3615	2504	2561	9518	655	631	357	351	3458	1810	1202	1054	9503	575	595	325	324	3070	1805	1302	1507
"Pietarsaari"	"2022"	18932	1208	1203	667	689	6491	3585	2450	2639	9483	637	630	349	359	3439	1797	1177	1095	9449	571	573	318	330	3052	1788	1273	1544
"Pietarsaari"	"2023"	18844	1185	1167	675	710	6471	3530	2352	2754	9448	632	610	359	364	3441	1756	1128	1158	9396	553	557	316	346	3030	1774	1224	1596
"Pietarsaari"	"2024"	18765	1163	1164	662	716	6432	3513	2264	2851	9418	613	619	344	379	3438	1737	1092	1196	9347	550	545	318	337	2994	1776	1172	1655
"Pietarsaari"	"2025"	18684	1150	1154	634	705	6425	3471	2238	2907	9387	604	633	317	372	3449	1717	1069	1226	9297	546	521	317	333	2976	1754	1169	1681
"Pietarsaari"	"2026"	18600	1146	1118	612	713	6402	3438	2210	2961	9354	602	620	305	380	3435	1703	1058	1251	9246	544	498	307	333	2967	1735	1152	1710
"Pietarsaari"	"2027"	18520	1149	1091	605	701	6363	3432	2179	3000	9321	608	597	308	367	3417	1720	1038	1266	9199	541	494	297	334	2946	1712	1141	1734
"Pietarsaari"	"2028"	18441	1136	1073	608	675	6337	3390	2194	3028	9288	601	582	331	341	3410	1695	1049	1279	9153	535	491	277	334	2927	1695	1145	1749
"Pietarsaari"	"2029"	18361	1124	1054	596	654	6326	3369	2188	3050	9254	595	578	324	329	3415	1678	1047	1288	9107	529	476	272	325	2911	1691	1141	1762
"Pietarsaari"	"2030"	18286	1114	1036	596	648	6281	3334	2191	3086	9222	589	562	327	334	3395	1671	1038	1306	9064	525	474	269	314	2886	1663	1153	1780
"Pietarsaari"	"2031"	18210	1106	1027	582	648	6243	3303	2182	3119	9192	585	555	316	354	3360	1656	1049	1317	9018	521	472	266	294	2883	1647	1133	1802
"Uusikaarlepyy"	"2021"	7474	565	569	321	231	2564	1280	963	981	3828	295	279	179	120	1368	668	472	447	3646	270	290	142	111	1196	612	491	534
"Uusikaarlepyy"	"2022"	7461	535	584	318	245	2541	1294	944	1000	3818	277	293	171	132	1351	680	451	463	3643	258	291	147	113	1190	614	493	537
"Uusikaarlepyy"	"2023"	7446	521	583	305	275	2532	1270	942	1018	3808	265	298	157	155	1342	667	456	468	3638	256	285	148	120	1190	603	486	550
"Uusikaarlepyy"	"2024"	7434	524	563	285	314	2514	1273	920	1041	3799	267	288	141	174	1332	671	442	484	3635	257	275	144	140	1182	602	478	557
"Uusikaarlepyy"	"2025"	7418	523	524	305	310	2535	1258	888	1075	3789	261	281	148	166	1343	656	435	499	3629	262	243	157	144	1192	602	453	576
"Uusikaarlepyy"	"2026"	7395	514	532	287	298	2545	1260	859	1100	3774	259	282	140	153	1348	663	414	515	3621	255	250	147	145	1197	597	445	585
"Uusikaarlepyy"	"2027"	7370	514	505	294	279	2568	1249	846	1115	3758	260	267	144	138	1358	665	406	520	3612	254	238	150	141	1210	584	440	595
"Uusikaarlepyy"	"2028"	7338	505	478	287	298	2561	1246	820	1143	3740	256	250	150	145	1345	676	383	535	3598	249	228	137	153	1216	570	437	608
"Uusikaarlepyy"	"2029"	7309	496	466	304	281	2554	1232	821	1155	3723	251	240	163	136	1333	675	383	542	3586	245	226	141	145	1221	557	438	613
"Uusikaarlepyy"	"2030"	7280	490	469	277	287	2539	1242	801	1175	3706	248	242	148	141	1318	678	387	544	3574	242	227	129	146	1221	564	414	631
"Uusikaarlepyy"	"2031"	7248	483	471	247	282	2543	1246	782	1194	3689	244	238	136	147	1317	670	387	550	3559	239	233	111	135	1226	576	395	644
"Vaasa"	"2021"	67680	4245	4313	2167	2244	29377	11255	7381	6698	34115	2189	2188	1125	1139	15593	5623	3515	2743	33565	2056	2125	1042	1105	13784	5632	3866	3955
"Vaasa"	"2022"	67686	4154	4247	2194	2237	29473	11148	7299	6934	34157	2128	2160	1126	1170	15642	5606	3457	2868	33529	2026	2087	1068	1067	13831	5542	3842	4066
"Vaasa"	"2023"	67681	4071	4138	2233	2296	29556	11030	7187	7170	34188	2084	2117	1145	1192	15723	5527	3412	2988	33493	1987	2021	1088	1104	13833	5503	3775	4182
"Vaasa"	"2024"	67677	4063	4022	2209	2293	29620	10988	7060	7422	34213	2096	2060	1116	1176	15780	5529	3356	3100	33464	1967	1962	1093	1117	13840	5459	3704	4322
"Vaasa"	"2025"	67675	4072	3847	2212	2322	29636	11002	6922	7662	34237	2091	1986	1103	1180	15845	5540	3283	3209	33438	1981	1861	1109	1142	13791	5462	3639	4453
"Vaasa"	"2026"	67680	4089	3716	2131	2362	29658	11013	6885	7826	34262	2086	1941	1064	1198	15867	5568	3248	3290	33418	2003	1775	1067	1164	13791	5445	3637	4536
"Vaasa"	"2027"	67693	4101	3580	2123	2342	29679	10988	6817	8063	34292	2099	1850	1093	1170	15890	5557	3221	3412	33401	2002	1730	1030	1172	13789	5431	3596	4651
"Vaasa"	"2028"	67709	4078	3498	2058	2343	29722	10974	6768	8268	34321	2087	1795	1079	1156	15914	5593	3205	3492	33388	1991	1703	979	1187	13808	5381	3563	4776
"Vaasa"	"2029"	67722	4058	3423	2034	2264	29800	10979	6689	8475	34348	2077	1756	1075	1119	15943	5599	3192	3587	33374	1981	1667	959	1145	13857	5380	3497	4888
"Vaasa"	"2030"	67724	4039	3416	1932	2255	29763	11077	6614	8628	34370	2067	1767	994	1146	15927	5652	3164	3653	33354	1972	1649	938	1109	13836	5425	3450	4975
"Vaasa"	"2031"	67710	4024	3426	1830	2188	29762	11088	6650	8742	34387	2060	1763	937	1132	15932	5667	3196	3700	33323	1964	1663	893	1056	13830	5421	3454	5042
"Vöyri"	"2021"	6338	464	494	229	217	1980	1229	877	848	3245	228	241	127	125	1077	624	447	376	3093	236	253	102	92	903	605	430	472
"Vöyri"	"2022"	6277	445	486	252	212	1952	1177	886	867	3214	214	240	133	124	1063	594	460	386	3063	231	246	119	88	889	583	426	481
"Vöyri"	"2023"	6219	446	463	265	219	1919	1153	865	889	3185	209	235	135	131	1049	582	434	410	3034	237	228	130	88	870	571	431	479
"Vöyri"	"2024"	6163	434	455	265	233	1882	1134	850	910	3155	208	227	133	136	1028	570	430	423	3008	226	228	132	97	854	564	420	487
"Vöyri"	"2025"	6108	430	436	256	252	1853	1127	826	928	3126	210	213	127	142	1012	574	416	432	2982	220	223	129	110	841	553	410	496
"Vöyri"	"2026"	6055	422	431	243	263	1823	1098	819	956	3098	212	205	121	144	997	564	412	443	2957	210	226	122	119	826	534	407	513
"Vöyri"	"2027"	5999	413	412	249	261	1813	1073	800	978	3070	205	202	121	141	990	560	393	458	2929	208	210	128	120	823	513	407	520
"Vöyri"	"2028"	5941	401	399	249	254	1808	1053	799	978	3040	199	192	124	136	983	561	387	458	2901	202	207	125	118	825	492	412	520
"Vöyri"	"2029"	5886	391	401	241	244	1790	1040	782	997	3013	194	188	125	132	973	551	387	463	2873	197	213	116	112	817	489	395	534
"Vöyri"	"2030"	5831	383	393	230	247	1760	1046	759	1013	2986	190	188	119	131	956	554	381	467	2845	193	205	111	116	804	492	378	546
"Vöyri"	"2031"	5778	377	393	210	250	1745	1041	738	1024	2960	187	191	103	135	946	554	371	473	2818	190	202	107	115	799	487	367	551
"MK16 Keski-Pohjanmaa"	"2021"	67788	5151	5533	2652	2560	23236	12176	9092	7388	33816	2627	2828	1332	1310	12056	6117	4402	3144	33972	2524	2705	1320	1250	11180	6059	4690	4244
"MK16 Keski-Pohjanmaa"	"2022"	67545	5037	5406	2718	2574	23104	11996	8881	7829	33703	2554	2767	1390	1302	12012	6018	4319	3341	33842	2483	2639	1328	1272	11092	5978	4562	4488
"MK16 Keski-Pohjanmaa"	"2023"	67301	4926	5289	2706	2662	23062	11826	8597	8233	33586	2511	2679	1424	1298	11998	5960	4163	3553	33715	2415	2610	1282	1364	11064	5866	4434	4680
"MK16 Keski-Pohjanmaa"	"2024"	67052	4834	5140	2745	2659	23003	11610	8440	8621	33466	2469	2622	1400	1341	11948	5877	4067	3742	33586	2365	2518	1345	1318	11055	5733	4373	4879
"MK16 Keski-Pohjanmaa"	"2025"	66783	4763	4959	2729	2722	22841	11555	8284	8930	33338	2428	2513	1403	1396	11866	5867	3974	3891	33445	2335	2446	1326	1326	10975	5688	4310	5039
"MK16 Keski-Pohjanmaa"	"2026"	66512	4747	4734	2718	2716	22732	11491	8181	9193	33213	2427	2403	1371	1426	11811	5848	3913	4014	33299	2320	2331	1347	1290	10921	5643	4268	5179
"MK16 Keski-Pohjanmaa"	"2027"	66240	4708	4496	2728	2757	22581	11407	8069	9494	33085	2410	2287	1392	1405	11773	5788	3879	4151	33155	2298	2209	1336	1352	10808	5619	4190	5343
"MK16 Keski-Pohjanmaa"	"2028"	65957	4643	4405	2618	2737	22526	11285	7991	9752	32946	2375	2229	1328	1407	11735	5771	3834	4267	33011	2268	2176	1290	1330	10791	5514	4157	5485
"MK16 Keski-Pohjanmaa"	"2029"	65660	4584	4309	2519	2723	22447	11247	7867	9964	32797	2343	2196	1275	1377	11710	5739	3787	4370	32863	2241	2113	1244	1346	10737	5508	4080	5594
"MK16 Keski-Pohjanmaa"	"2030"	65348	4532	4236	2362	2731	22328	11199	7768	10192	32644	2318	2161	1199	1392	11627	5732	3746	4469	32704	2214	2075	1163	1339	10701	5467	4022	5723
"MK16 Keski-Pohjanmaa"	"2031"	65031	4489	4182	2289	2624	22240	11149	7660	10398	32489	2296	2129	1153	1334	11613	5698	3696	4570	32542	2193	2053	1136	1290	10627	5451	3964	5828
"Halsua"	"2021"	1074	55	64	33	30	288	219	202	183	558	25	29	20	16	165	112	109	82	516	30	35	13	14	123	107	93	101
"Halsua"	"2022"	1047	51	62	30	31	277	212	195	189	546	22	31	16	16	163	109	106	83	501	29	31	14	15	114	103	89	106
"Halsua"	"2023"	1023	53	55	29	31	267	210	182	196	535	22	28	14	19	156	111	93	92	488	31	27	15	12	111	99	89	104
"Halsua"	"2024"	1001	45	59	29	28	259	201	180	200	525	22	27	14	17	149	110	92	94	476	23	32	15	11	110	91	88	106
"Halsua"	"2025"	979	46	52	29	25	251	193	175	208	514	22	27	12	13	146	110	84	100	465	24	25	17	12	105	83	91	108
"Halsua"	"2026"	959	42	52	26	26	249	180	171	213	504	21	26	10	13	147	102	81	104	455	21	26	16	13	102	78	90	109
"Halsua"	"2027"	940	42	45	29	25	241	177	156	225	495	22	22	12	12	142	99	77	109	445	20	23	17	13	99	78	79	116
"Halsua"	"2028"	922	41	43	27	25	235	174	149	228	486	21	21	14	10	140	94	76	110	436	20	22	13	15	95	80	73	118
"Halsua"	"2029"	905	39	45	23	24	228	171	151	224	478	20	21	13	10	135	93	77	109	427	19	24	10	14	93	78	74	115
"Halsua"	"2030"	888	39	39	24	24	225	166	145	226	470	20	21	11	10	133	92	72	111	418	19	18	13	14	92	74	73	115
"Halsua"	"2031"	870	38	39	20	24	224	158	139	228	462	20	20	9	13	131	87	68	114	408	18	19	11	11	93	71	71	114
"Kannus"	"2021"	5389	410	448	178	222	1709	1073	786	563	2682	217	216	81	107	894	541	389	237	2707	193	232	97	115	815	532	397	326
"Kannus"	"2022"	5352	399	439	187	215	1675	1055	765	617	2667	208	217	86	102	888	522	371	273	2685	191	222	101	113	787	533	394	344
"Kannus"	"2023"	5317	384	423	203	210	1672	1014	760	651	2653	198	213	95	92	896	502	372	285	2664	186	210	108	118	776	512	388	366
"Kannus"	"2024"	5279	369	422	214	182	1665	987	753	687	2638	191	211	104	82	894	480	372	304	2641	178	211	110	100	771	507	381	383
"Kannus"	"2025"	5245	352	405	226	190	1629	983	748	712	2625	179	208	111	86	877	481	369	314	2620	173	197	115	104	752	502	379	398
"Kannus"	"2026"	5214	355	386	210	204	1606	975	744	734	2614	181	200	102	94	860	487	366	324	2600	174	186	108	110	746	488	378	410
"Kannus"	"2027"	5185	356	350	225	214	1583	944	751	762	2603	181	183	108	103	846	478	372	332	2582	175	167	117	111	737	466	379	430
"Kannus"	"2028"	5155	350	340	207	222	1578	923	737	798	2593	178	175	104	107	840	479	361	349	2562	172	165	103	115	738	444	376	449
"Kannus"	"2029"	5122	343	329	206	209	1575	916	729	815	2581	174	168	107	100	843	469	354	366	2541	169	161	99	109	732	447	375	449
"Kannus"	"2030"	5087	338	315	191	221	1571	883	722	846	2567	172	161	100	105	843	458	347	381	2520	166	154	91	116	728	425	375	465
"Kannus"	"2031"	5052	333	302	191	206	1569	873	710	868	2553	169	152	100	102	842	453	345	390	2499	164	150	91	104	727	420	365	478
"Kaustinen"	"2021"	4202	314	359	161	154	1413	772	549	480	2106	152	180	87	92	727	388	268	212	2096	162	179	74	62	686	384	281	268
"Kaustinen"	"2022"	4177	301	364	160	154	1397	748	552	501	2085	144	182	82	94	719	370	276	218	2092	157	182	78	60	678	378	276	283
"Kaustinen"	"2023"	4147	290	355	159	156	1398	724	555	510	2060	140	173	89	82	715	360	274	227	2087	150	182	70	74	683	364	281	283
"Kaustinen"	"2024"	4120	287	333	172	158	1385	705	546	534	2037	137	169	85	83	704	357	260	242	2083	150	164	87	75	681	348	286	292
"Kaustinen"	"2025"	4089	275	317	188	157	1366	697	544	545	2011	135	152	95	80	691	356	257	245	2078	140	165	93	77	675	341	287	300
"Kaustinen"	"2026"	4058	273	291	194	158	1355	691	532	564	1989	138	138	93	85	680	352	246	257	2069	135	153	101	73	675	339	286	307
