"139f -- Väestöennuste 2021: Väestö iän ja sukupuolen mukaan alueittain, 2021-2040"

"Alue"	"Vuosi"	"Yhteensä Yhteensä Väestö 31.12. (ennuste 2021)"	"Yhteensä 0 - 6 Väestö 31.12. (ennuste 2021)"	"Yhteensä 7 - 12 Väestö 31.12. (ennuste 2021)"	"Yhteensä 13 - 15 Väestö 31.12. (ennuste 2021)"	"Yhteensä 16 - 18 Väestö 31.12. (ennuste 2021)"	"Yhteensä 19 - 49 Väestö 31.12. (ennuste 2021)"	"Yhteensä 50 - 64 Väestö 31.12. (ennuste 2021)"	"Yhteensä 65 - 74 Väestö 31.12. (ennuste 2021)"	"Yhteensä 75 - Väestö 31.12. (ennuste 2021)"	"Miehet Yhteensä Väestö 31.12. (ennuste 2021)"	"Miehet 0 - 6 Väestö 31.12. (ennuste 2021)"	"Miehet 7 - 12 Väestö 31.12. (ennuste 2021)"	"Miehet 13 - 15 Väestö 31.12. (ennuste 2021)"	"Miehet 16 - 18 Väestö 31.12. (ennuste 2021)"	"Miehet 19 - 49 Väestö 31.12. (ennuste 2021)"	"Miehet 50 - 64 Väestö 31.12. (ennuste 2021)"	"Miehet 65 - 74 Väestö 31.12. (ennuste 2021)"	"Miehet 75 - Väestö 31.12. (ennuste 2021)"	"Naiset Yhteensä Väestö 31.12. (ennuste 2021)"	"Naiset 0 - 6 Väestö 31.12. (ennuste 2021)"	"Naiset 7 - 12 Väestö 31.12. (ennuste 2021)"	"Naiset 13 - 15 Väestö 31.12. (ennuste 2021)"	"Naiset 16 - 18 Väestö 31.12. (ennuste 2021)"	"Naiset 19 - 49 Väestö 31.12. (ennuste 2021)"	"Naiset 50 - 64 Väestö 31.12. (ennuste 2021)"	"Naiset 65 - 74 Väestö 31.12. (ennuste 2021)"	"Naiset 75 - Väestö 31.12. (ennuste 2021)"
"Pirkkala"	"2031"	21396	1540	1413	735	839	7949	4023	2234	2663	10695	788	732	374	441	4096	2057	1068	1139	10701	752	681	361	398	3853	1966	1166	1524
"Punkalaidun"	"2021"	2724	131	147	87	84	674	599	493	509	1404	66	81	49	47	361	312	258	230	1320	65	66	38	37	313	287	235	279
"Punkalaidun"	"2022"	2665	126	143	84	83	646	586	484	513	1375	63	77	48	50	344	306	252	235	1290	63	66	36	33	302	280	232	278
"Punkalaidun"	"2023"	2612	114	139	88	85	619	575	472	520	1348	57	77	46	53	331	301	245	238	1264	57	62	42	32	288	274	227	282
"Punkalaidun"	"2024"	2563	112	137	82	79	618	549	472	514	1322	58	74	43	47	336	284	248	232	1241	54	63	39	32	282	265	224	282
"Punkalaidun"	"2025"	2516	106	134	81	78	606	538	453	520	1297	57	69	42	47	329	279	236	238	1219	49	65	39	31	277	259	217	282
"Punkalaidun"	"2026"	2474	106	126	76	79	596	521	439	531	1275	56	65	42	45	323	268	228	248	1199	50	61	34	34	273	253	211	283
"Punkalaidun"	"2027"	2436	105	124	73	76	588	507	427	536	1254	55	63	42	43	318	265	218	250	1182	50	61	31	33	270	242	209	286
"Punkalaidun"	"2028"	2400	103	121	69	75	585	487	414	546	1235	54	61	39	43	318	251	212	257	1165	49	60	30	32	267	236	202	289
"Punkalaidun"	"2029"	2367	101	113	73	71	575	477	401	556	1217	53	57	40	42	314	246	205	260	1150	48	56	33	29	261	231	196	296
"Punkalaidun"	"2030"	2336	100	111	72	69	574	460	390	560	1201	52	58	37	42	313	235	198	266	1135	48	53	35	27	261	225	192	294
"Punkalaidun"	"2031"	2307	98	108	72	66	569	452	381	561	1186	51	58	35	40	312	228	195	267	1121	47	50	37	26	257	224	186	294
"Pälkäne"	"2021"	6356	353	396	234	212	1771	1458	1031	901	3180	184	215	109	105	918	735	533	381	3176	169	181	125	107	853	723	498	520
"Pälkäne"	"2022"	6299	340	378	231	215	1742	1449	1020	924	3150	178	206	111	101	903	732	525	394	3149	162	172	120	114	839	717	495	530
"Pälkäne"	"2023"	6248	322	384	225	209	1727	1420	1005	956	3124	166	213	109	99	892	720	514	411	3124	156	171	116	110	835	700	491	545
"Pälkäne"	"2024"	6196	318	372	209	210	1716	1387	1004	980	3100	163	205	108	102	885	709	497	431	3096	155	167	101	108	831	678	507	549
"Pälkäne"	"2025"	6147	311	348	209	210	1689	1371	981	1028	3078	159	192	110	104	871	694	494	454	3069	152	156	99	106	818	677	487	574
"Pälkäne"	"2026"	6104	312	336	205	204	1660	1367	965	1055	3059	164	178	112	103	860	687	487	468	3045	148	158	93	101	800	680	478	587
"Pälkäne"	"2027"	6063	304	336	197	190	1639	1337	988	1072	3041	157	177	110	101	850	674	497	475	3022	147	159	87	89	789	663	491	597
"Pälkäne"	"2028"	6025	300	325	182	191	1624	1320	996	1087	3024	155	172	100	103	844	666	501	483	3001	145	153	82	88	780	654	495	604
"Pälkäne"	"2029"	5990	296	310	187	189	1612	1301	990	1105	3007	153	162	102	106	843	648	501	492	2983	143	148	85	83	769	653	489	613
"Pälkäne"	"2030"	5960	292	309	185	178	1602	1275	1002	1117	2992	151	161	98	102	841	637	502	500	2968	141	148	87	76	761	638	500	617
"Pälkäne"	"2031"	5928	290	303	177	168	1600	1260	984	1146	2976	150	158	94	94	839	633	495	513	2952	140	145	83	74	761	627	489	633
"Ruovesi"	"2021"	4127	168	204	111	129	962	956	799	798	2041	81	102	55	61	504	501	408	329	2086	87	102	56	68	458	455	391	469
"Ruovesi"	"2022"	4045	160	191	110	125	938	924	791	806	2000	80	90	54	65	493	482	398	338	2045	80	101	56	60	445	442	393	468
"Ruovesi"	"2023"	3969	152	180	114	112	910	899	783	819	1963	75	90	57	55	479	464	399	344	2006	77	90	57	57	431	435	384	475
"Ruovesi"	"2024"	3903	145	175	114	105	879	880	763	842	1930	75	89	53	50	465	454	386	358	1973	70	86	61	55	414	426	377	484
"Ruovesi"	"2025"	3842	147	170	97	104	855	876	735	858	1899	77	85	43	50	453	449	374	368	1943	70	85	54	54	402	427	361	490
"Ruovesi"	"2026"	3788	144	165	88	106	831	857	737	860	1872	79	82	39	51	436	444	371	370	1916	65	83	49	55	395	413	366	490
"Ruovesi"	"2027"	3738	143	154	88	105	812	842	720	874	1848	79	75	43	48	428	430	364	381	1890	64	79	45	57	384	412	356	493
"Ruovesi"	"2028"	3692	141	146	94	91	810	812	711	887	1824	78	73	44	39	428	413	366	383	1868	63	73	50	52	382	399	345	504
"Ruovesi"	"2029"	3647	138	142	91	86	801	793	697	899	1802	76	70	46	37	419	404	367	383	1845	62	72	45	49	382	389	330	516
"Ruovesi"	"2030"	3606	136	138	87	87	792	778	677	911	1783	75	70	41	41	412	397	352	395	1823	61	68	46	46	380	381	325	516
"Ruovesi"	"2031"	3570	134	140	78	89	785	760	663	921	1766	74	72	38	40	408	391	345	398	1804	60	68	40	49	377	369	318	523
"Sastamala"	"2021"	23766	1283	1502	824	781	6920	5123	3889	3444	11857	663	784	414	395	3650	2604	1928	1419	11909	620	718	410	386	3270	2519	1961	2025
"Sastamala"	"2022"	23489	1214	1463	815	769	6813	5006	3819	3590	11730	623	786	403	389	3593	2533	1907	1496	11759	591	677	412	380	3220	2473	1912	2094
"Sastamala"	"2023"	23236	1160	1425	785	791	6711	4891	3770	3703	11612	600	752	383	414	3551	2464	1870	1578	11624	560	673	402	377	3160	2427	1900	2125
"Sastamala"	"2024"	23000	1112	1390	772	789	6566	4802	3727	3842	11500	578	729	386	404	3496	2410	1857	1640	11500	534	661	386	385	3070	2392	1870	2202
"Sastamala"	"2025"	22771	1084	1316	760	783	6478	4723	3675	3952	11393	555	687	409	393	3450	2373	1822	1704	11378	529	629	351	390	3028	2350	1853	2248
"Sastamala"	"2026"	22558	1080	1237	745	756	6400	4640	3645	4055	11292	550	647	394	377	3424	2335	1805	1760	11266	530	590	351	379	2976	2305	1840	2295
"Sastamala"	"2027"	22351	1070	1168	736	744	6301	4561	3577	4194	11194	543	606	395	380	3371	2281	1779	1839	11157	527	562	341	364	2930	2280	1798	2355
"Sastamala"	"2028"	22152	1047	1112	711	737	6230	4497	3528	4290	11101	531	573	375	399	3322	2247	1762	1892	11051	516	539	336	338	2908	2250	1766	2398
"Sastamala"	"2029"	21967	1027	1069	689	722	6168	4416	3488	4388	11013	521	555	357	386	3296	2214	1741	1943	10954	506	514	332	336	2872	2202	1747	2445
"Sastamala"	"2030"	21791	1010	1032	663	713	6108	4341	3458	4466	10927	512	539	334	386	3271	2175	1733	1977	10864	498	493	329	327	2837	2166	1725	2489
"Sastamala"	"2031"	21622	996	1013	616	690	6073	4257	3449	4528	10843	505	521	314	368	3265	2124	1735	2011	10779	491	492	302	322	2808	2133	1714	2517
"Tampere"	"2021"	244694	14696	13337	6384	6582	117953	38535	25034	22173	118699	7488	6830	3158	3133	60167	18567	11096	8260	125995	7208	6507	3226	3449	57786	19968	13938	13913
"Tampere"	"2022"	247918	14708	13456	6487	6842	119994	38317	24734	23380	120370	7469	6911	3227	3251	61199	18517	10958	8838	127548	7239	6545	3260	3591	58795	19800	13776	14542
"Tampere"	"2023"	250958	14819	13359	6671	7006	122115	38118	24377	24493	121939	7529	6845	3339	3347	62211	18501	10798	9369	129019	7290	6514	3332	3659	59904	19617	13579	15124
"Tampere"	"2024"	253843	15047	13192	6710	7233	123809	38097	24290	25465	123428	7662	6714	3430	3427	63054	18521	10800	9820	130415	7385	6478	3280	3806	60755	19576	13490	15645
"Tampere"	"2025"	256586	15293	12817	6970	7335	125369	38168	24278	26356	124843	7773	6566	3530	3495	63812	18576	10862	10229	131743	7520	6251	3440	3840	61557	19592	13416	16127
"Tampere"	"2026"	259191	15622	12476	6989	7513	126639	38439	24299	27214	126190	7961	6352	3548	3601	64418	18791	10929	10590	133001	7661	6124	3441	3912	62221	19648	13370	16624
"Tampere"	"2027"	261677	15903	12230	6994	7556	128023	38617	24405	27949	127479	8095	6226	3535	3687	65056	18956	11048	10876	134198	7808	6004	3459	3869	62967	19661	13357	17073
"Tampere"	"2028"	264062	16007	12145	6825	7782	129238	38854	24562	28649	128714	8148	6161	3498	3776	65694	19097	11151	11189	135348	7859	5984	3327	4006	63544	19757	13411	17460
"Tampere"	"2029"	266346	16086	12162	6688	7783	130477	39150	24653	29347	129899	8188	6174	3407	3787	66315	19295	11292	11441	136447	7898	5988	3281	3996	64162	19855	13361	17906
"Tampere"	"2030"	268502	16144	12300	6496	7769	131492	39550	24738	30013	131025	8218	6260	3285	3774	66862	19556	11372	11698	137477	7926	6040	3211	3995	64630	19994	13366	18315
"Tampere"	"2031"	270503	16185	12478	6268	7577	132504	39967	24846	30678	132078	8239	6338	3163	3724	67315	19857	11407	12035	138425	7946	6140	3105	3853	65189	20110	13439	18643
"Urjala"	"2021"	4587	225	263	144	131	1272	1003	822	727	2300	105	128	79	67	675	516	417	313	2287	120	135	65	64	597	487	405	414
"Urjala"	"2022"	4534	210	265	138	143	1245	983	795	755	2269	100	125	73	79	651	504	407	330	2265	110	140	65	64	594	479	388	425
"Urjala"	"2023"	4485	203	248	137	150	1226	975	767	779	2241	98	113	73	82	643	495	388	349	2244	105	135	64	68	583	480	379	430
"Urjala"	"2024"	4438	193	251	134	139	1200	976	764	781	2215	95	114	70	77	628	496	383	352	2223	98	137	64	62	572	480	381	429
"Urjala"	"2025"	4390	186	243	135	133	1186	948	760	799	2188	88	114	69	71	622	488	369	367	2202	98	129	66	62	564	460	391	432
"Urjala"	"2026"	4346	188	223	129	134	1165	945	732	830	2162	92	105	60	73	608	486	361	377	2184	96	118	69	61	557	459	371	453
"Urjala"	"2027"	4306	186	208	136	132	1144	936	720	844	2139	93	95	65	71	594	482	356	383	2167	93	113	71	61	550	454	364	461
"Urjala"	"2028"	4266	183	195	137	132	1127	919	719	854	2116	91	91	64	69	582	479	356	384	2150	92	104	73	63	545	440	363	470
"Urjala"	"2029"	4231	180	189	128	127	1125	899	719	864	2096	90	89	62	61	581	469	353	391	2135	90	100	66	66	544	430	366	473
"Urjala"	"2030"	4195	178	181	122	131	1115	890	700	878	2076	89	86	57	65	575	468	341	395	2119	89	95	65	66	540	422	359	483
"Urjala"	"2031"	4161	176	176	112	132	1113	882	680	890	2057	88	81	56	65	574	462	328	403	2104	88	95	56	67	539	420	352	487
"Valkeakoski"	"2021"	20634	1160	1488	752	733	6774	3878	3137	2712	10213	597	764	390	359	3538	1998	1478	1089	10421	563	724	362	374	3236	1880	1659	1623
"Valkeakoski"	"2022"	20501	1125	1424	777	742	6656	3858	3033	2886	10151	578	732	404	370	3474	1987	1440	1166	10350	547	692	373	372	3182	1871	1593	1720
"Valkeakoski"	"2023"	20376	1098	1346	796	751	6577	3878	2890	3040	10094	562	701	401	384	3441	1993	1378	1234	10282	536	645	395	367	3136	1885	1512	1806
"Valkeakoski"	"2024"	20255	1080	1292	774	766	6469	3901	2755	3218	10039	551	685	376	401	3386	2010	1292	1338	10216	529	607	398	365	3083	1891	1463	1880
"Valkeakoski"	"2025"	20138	1049	1220	774	787	6391	3894	2683	3340	9986	527	647	385	413	3364	1987	1264	1399	10152	522	573	389	374	3027	1907	1419	1941
"Valkeakoski"	"2026"	20022	1043	1162	728	804	6298	3900	2649	3438	9931	532	602	375	411	3321	1989	1264	1437	10091	511	560	353	393	2977	1911	1385	2001
"Valkeakoski"	"2027"	19904	1032	1085	736	785	6232	3886	2614	3534	9876	525	567	386	389	3289	1984	1255	1481	10028	507	518	350	396	2943	1902	1359	2053
"Valkeakoski"	"2028"	19783	1011	1056	680	782	6168	3906	2560	3620	9818	514	552	349	397	3273	1975	1227	1531	9965	497	504	331	385	2895	1931	1333	2089
"Valkeakoski"	"2029"	19659	993	1035	651	742	6137	3875	2533	3693	9760	505	539	330	388	3249	1967	1221	1561	9899	488	496	321	354	2888	1908	1312	2132
"Valkeakoski"	"2030"	19536	979	1021	590	748	6081	3847	2540	3730	9702	498	531	303	396	3223	1943	1227	1581	9834	481	490	287	352	2858	1904	1313	2149
"Valkeakoski"	"2031"	19418	965	1000	572	698	6030	3850	2503	3800	9645	491	512	301	363	3217	1938	1215	1608	9773	474	488	271	335	2813	1912	1288	2192
"Vesilahti"	"2021"	4346	297	394	202	197	1418	986	494	358	2250	157	201	111	109	717	533	264	158	2096	140	193	91	88	701	453	230	200
"Vesilahti"	"2022"	4327	282	377	196	196	1399	1001	500	376	2238	150	191	105	109	707	538	269	169	2089	132	186	91	87	692	463	231	207
"Vesilahti"	"2023"	4313	273	361	213	180	1378	1016	496	396	2227	144	178	119	100	693	542	269	182	2086	129	183	94	80	685	474	227	214
"Vesilahti"	"2024"	4301	266	347	203	177	1371	1023	497	417	2218	140	180	101	98	691	548	265	195	2083	126	167	102	79	680	475	232	222
"Vesilahti"	"2025"	4290	265	320	201	176	1361	1024	515	428	2209	140	166	99	95	691	541	275	202	2081	125	154	102	81	670	483	240	226
"Vesilahti"	"2026"	4284	271	292	198	187	1324	1047	522	443	2203	143	150	94	105	675	545	282	209	2081	128	142	104	82	649	502	240	234
"Vesilahti"	"2027"	4278	273	283	185	178	1310	1059	524	466	2197	139	150	96	90	671	548	284	219	2081	134	133	89	88	639	511	240	247
"Vesilahti"	"2028"	4272	272	271	171	177	1300	1059	541	481	2192	139	144	88	88	667	545	297	224	2080	133	127	83	89	633	514	244	257
"Vesilahti"	"2029"	4266	271	261	160	174	1296	1049	564	491	2188	138	139	82	85	666	541	305	232	2078	133	122	78	89	630	508	259	259
"Vesilahti"	"2030"	4262	269	257	159	162	1284	1048	578	505	2186	137	136	82	85	658	539	306	243	2076	132	121	77	77	626	509	272	262
"Vesilahti"	"2031"	4258	267	258	146	152	1288	1033	586	528	2184	136	137	75	80	661	528	316	251	2074	131	121	71	72	627	505	270	277
"Virrat"	"2021"	6410	266	354	181	192	1564	1408	1269	1176	3226	148	186	89	106	823	760	620	494	3184	118	168	92	86	741	648	649	682
"Virrat"	"2022"	6312	254	330	189	189	1531	1366	1214	1239	3178	139	178	86	104	812	734	600	525	3134	115	152	103	85	719	632	614	714
"Virrat"	"2023"	6221	240	320	186	186	1492	1356	1156	1285	3133	132	167	94	94	799	727	565	555	3088	108	153	92	92	693	629	591	730
"Virrat"	"2024"	6131	234	299	196	174	1459	1335	1117	1317	3089	125	155	107	88	778	715	545	576	3042	109	144	89	86	681	620	572	741
"Virrat"	"2025"	6048	229	280	183	181	1417	1312	1096	1350	3049	119	150	101	86	767	690	540	596	2999	110	130	82	95	650	622	556	754
"Virrat"	"2026"	5968	230	255	181	180	1383	1273	1085	1381	3011	120	137	95	93	753	660	539	614	2957	110	118	86	87	630	613	546	767
"Virrat"	"2027"	5894	227	240	171	188	1360	1247	1059	1402	2975	118	130	84	105	740	643	532	623	2919	109	110	87	83	620	604	527	779
"Virrat"	"2028"	5821	221	231	161	178	1356	1199	1049	1426	2942	115	123	83	99	739	617	535	631	2879	106	108	78	79	617	582	514	795
"Virrat"	"2029"	5752	217	219	153	175	1346	1164	1018	1460	2908	113	117	79	93	739	600	517	650	2844	104	102	74	82	607	564	501	810
"Virrat"	"2030"	5685	213	214	143	166	1333	1130	1001	1485	2875	111	111	77	85	731	581	511	668	2810	102	103	66	81	602	549	490	817
"Virrat"	"2031"	5621	210	212	134	156	1316	1100	1002	1491	2843	110	107	73	82	719	562	526	664	2778	100	105	61	74	597	538	476	827
"Ylöjärvi"	"2021"	33513	2773	3105	1466	1346	11987	6467	3609	2760	16851	1430	1551	768	701	6172	3266	1772	1191	16662	1343	1554	698	645	5815	3201	1837	1569
"Ylöjärvi"	"2022"	33648	2688	3045	1545	1351	12001	6453	3588	2977	16917	1399	1507	798	709	6185	3256	1779	1284	16731	1289	1538	747	642	5816	3197	1809	1693
"Ylöjärvi"	"2023"	33770	2647	2996	1555	1339	12099	6383	3621	3130	16979	1367	1507	783	714	6231	3233	1787	1357	16791	1280	1489	772	625	5868	3150	1834	1773
"Ylöjärvi"	"2024"	33887	2657	2874	1588	1369	12069	6403	3614	3313	17041	1376	1459	786	725	6212	3243	1794	1446	16846	1281	1415	802	644	5857	3160	1820	1867
"Ylöjärvi"	"2025"	34002	2670	2717	1590	1440	12056	6429	3678	3422	17101	1381	1383	784	754	6201	3289	1809	1500	16901	1289	1334	806	686	5855	3140	1869	1922
"Ylöjärvi"	"2026"	34108	2686	2609	1592	1445	12074	6413	3737	3552	17157	1389	1332	794	739	6228	3263	1852	1560	16951	1297	1277	798	706	5846	3150	1885	1992
"Ylöjärvi"	"2027"	34204	2724	2521	1532	1470	12053	6460	3767	3677	17210	1409	1286	781	741	6222	3285	1866	1620	16994	1315	1235	751	729	5831	3175	1901	2057
"Ylöjärvi"	"2028"	34286	2721	2443	1473	1477	12108	6454	3817	3793	17260	1408	1256	742	743	6267	3275	1890	1679	17026	1313	1187	731	734	5841	3179	1927	2114
"Ylöjärvi"	"2029"	34357	2718	2407	1422	1473	12109	6478	3836	3914	17305	1406	1228	730	749	6252	3304	1912	1724	17052	1312	1179	692	724	5857	3174	1924	2190
"Ylöjärvi"	"2030"	34423	2716	2418	1363	1417	12149	6452	3877	4031	17348	1405	1238	694	735	6268	3300	1919	1789	17075	1311	1180	669	682	5881	3152	1958	2242
"Ylöjärvi"	"2031"	34485	2714	2434	1270	1369	12175	6461	3910	4152	17390	1404	1243	659	702	6281	3327	1937	1837	17095	1310	1191	611	667	5894	3134	1973	2315
"MK07 Päijät-Häme"	"2021"	205293	11619	12649	6658	6819	68895	41608	31203	25842	100328	5958	6521	3392	3464	35526	20647	14561	10259	104965	5661	6128	3266	3355	33369	20961	16642	15583
"MK07 Päijät-Häme"	"2022"	204716	11312	12436	6667	6881	68543	40987	30604	27286	100095	5843	6381	3368	3552	35351	20393	14212	10995	104621	5469	6055	3299	3329	33192	20594	16392	16291
"MK07 Päijät-Häme"	"2023"	204141	11084	12119	6653	6862	68408	40457	29818	28740	99863	5669	6285	3378	3518	35314	20172	13832	11695	104278	5415	5834	3275	3344	33094	20285	15986	17045
"MK07 Päijät-Häme"	"2024"	203560	10943	11792	6575	6814	68086	40060	29211	30079	99621	5608	6078	3366	3461	35207	20015	13554	12332	103939	5335	5714	3209	3353	32879	20045	15657	17747
"MK07 Päijät-Häme"	"2025"	202967	10862	11298	6584	6829	67753	39648	28694	31299	99364	5580	5820	3372	3444	35057	19845	13383	12863	103603	5282	5478	3212	3385	32696	19803	15311	18436
"MK07 Päijät-Häme"	"2026"	202378	10896	10831	6423	6827	67400	39381	28313	32307	99108	5594	5564	3319	3454	34909	19709	13252	13307	103270	5302	5267	3104	3373	32491	19672	15061	19000
"MK07 Päijät-Häme"	"2027"	201786	10843	10455	6337	6750	67034	39077	27966	33324	98848	5577	5353	3257	3446	34717	19578	13166	13754	102938	5266	5102	3080	3304	32317	19499	14800	19570
"MK07 Päijät-Häme"	"2028"	201173	10721	10177	6124	6757	66718	38649	27959	34068	98580	5514	5251	3116	3447	34608	19336	13236	14072	102593	5207	4926	3008	3310	32110	19313	14723	19996
"MK07 Päijät-Häme"	"2029"	200556	10603	9981	5966	6601	66547	38176	27860	34822	98311	5455	5098	3066	3394	34548	19095	13286	14369	102245	5148	4883	2900	3207	31999	19081	14574	20453
"MK07 Päijät-Häme"	"2030"	199927	10494	9871	5726	6503	66246	37792	27818	35477	98038	5399	5051	2928	3328	34431	18905	13323	14673	101889	5095	4820	2798	3175	31815	18887	14495	20804
"MK07 Päijät-Häme"	"2031"	199278	10394	9825	5452	6286	66081	37458	27735	36047	97757	5348	5037	2816	3189	34362	18771	13335	14899	101521	5046	4788	2636	3097	31719	18687	14400	21148
"Asikkala"	"2021"	8015	380	477	272	257	2103	1744	1542	1240	3992	185	254	133	155	1094	889	741	541	4023	195	223	139	102	1009	855	801	699
"Asikkala"	"2022"	7974	360	452	282	276	2069	1713	1498	1324	3970	180	232	141	159	1084	872	715	587	4004	180	220	141	117	985	841	783	737
"Asikkala"	"2023"	7931	349	442	260	271	2053	1704	1477	1375	3947	175	225	138	147	1077	872	702	611	3984	174	217	122	124	976	832	775	764
"Asikkala"	"2024"	7886	348	423	252	262	2037	1686	1452	1426	3920	174	217	131	135	1071	863	688	641	3966	174	206	121	127	966	823	764	785
"Asikkala"	"2025"	7837	339	414	226	270	2018	1677	1388	1505	3893	171	207	118	142	1059	858	655	683	3944	168	207	108	128	959	819	733	822
"Asikkala"	"2026"	7791	346	377	233	254	1985	1679	1362	1555	3869	176	187	120	139	1040	855	644	708	3922	170	190	113	115	945	824	718	847
"Asikkala"	"2027"	7743	341	364	229	245	1955	1658	1346	1605	3844	171	177	125	132	1026	842	638	733	3899	170	187	104	113	929	816	708	872
"Asikkala"	"2028"	7699	335	348	230	227	1944	1628	1336	1651	3820	168	173	118	123	1022	830	643	743	3879	167	175	112	104	922	798	693	908
"Asikkala"	"2029"	7657	331	338	214	233	1919	1595	1336	1691	3798	166	168	110	125	1009	813	651	756	3859	165	170	104	108	910	782	685	935
"Asikkala"	"2030"	7618	327	337	200	229	1897	1591	1301	1736	3777	164	167	98	128	994	814	640	772	3841	163	170	102	101	903	777	661	964
"Asikkala"	"2031"	7579	323	330	189	227	1874	1585	1291	1760	3756	162	165	94	122	985	799	651	778	3823	161	165	95	105	889	786	640	982
"Hartola"	"2021"	2589	92	97	60	56	516	677	581	510	1298	47	48	33	26	269	368	298	209	1291	45	49	27	30	247	309	283	301
"Hartola"	"2022"	2528	81	102	48	62	496	650	559	530	1275	42	52	24	34	261	349	289	224	1253	39	50	24	28	235	301	270	306
"Hartola"	"2023"	2474	78	94	44	60	488	618	544	548	1254	38	51	22	33	261	328	291	230	1220	40	43	22	27	227	290	253	318
"Hartola"	"2024"	2424	74	92	46	54	470	586	536	566	1235	35	51	23	34	252	313	284	243	1189	39	41	23	20	218	273	252	323
"Hartola"	"2025"	2378	74	84	48	47	459	569	525	572	1216	35	44	28	28	248	300	283	250	1162	39	40	20	19	211	269	242	322
"Hartola"	"2026"	2337	72	79	46	45	455	545	511	584	1197	34	42	27	27	247	288	274	258	1140	38	37	19	18	208	257	237	326
"Hartola"	"2027"	2299	71	71	49	46	447	529	495	591	1181	34	39	27	28	242	283	261	267	1118	37	32	22	18	205	246	234	324
"Hartola"	"2028"	2265	69	65	50	47	444	508	486	596	1166	33	36	25	31	241	272	254	274	1099	36	29	25	16	203	236	232	322
"Hartola"	"2029"	2232	67	64	46	46	444	493	471	601	1150	32	34	25	30	242	258	258	271	1082	35	30	21	16	202	235	213	330
"Hartola"	"2030"	2201	66	62	42	47	439	477	461	607	1136	32	32	24	30	240	249	253	276	1065	34	30	18	17	199	228	208	331
"Hartola"	"2031"	2172	65	62	36	47	438	454	449	621	1122	31	32	22	28	241	243	239	286	1050	34	30	14	19	197	211	210	335
"Heinola"	"2021"	18270	737	915	474	575	4701	4256	3564	3048	8918	344	450	242	318	2518	2124	1684	1238	9352	393	465	232	257	2183	2132	1880	1810
"Heinola"	"2022"	18046	708	849	514	531	4580	4158	3511	3195	8811	335	409	263	296	2460	2061	1669	1318	9235	373	440	251	235	2120	2097	1842	1877
"Heinola"	"2023"	17840	669	824	484	509	4517	4082	3405	3350	8711	319	400	240	272	2444	2014	1629	1393	9129	350	424	244	237	2073	2068	1776	1957
"Heinola"	"2024"	17645	644	786	490	479	4417	3968	3373	3488	8615	314	369	245	249	2399	1963	1622	1454	9030	330	417	245	230	2018	2005	1751	2034
"Heinola"	"2025"	17462	628	744	455	511	4311	3869	3329	3615	8524	311	344	223	268	2339	1930	1595	1514	8938	317	400	232	243	1972	1939	1734	2101
"Heinola"	"2026"	17290	617	709	435	486	4248	3785	3286	3724	8442	302	328	222	246	2303	1895	1576	1570	8848	315	381	213	240	1945	1890	1710	2154
"Heinola"	"2027"	17127	605	664	429	488	4159	3680	3259	3843	8363	298	310	207	251	2258	1846	1580	1613	8764	307	354	222	237	1901	1834	1679	2230
"Heinola"	"2028"	16968	591	643	405	458	4114	3585	3236	3936	8288	291	303	193	231	2234	1808	1558	1670	8680	300	340	212	227	1880	1777	1678	2266
"Heinola"	"2029"	16817	578	615	399	441	4055	3499	3195	4035	8218	285	291	185	230	2212	1754	1551	1710	8599	293	324	214	211	1843	1745	1644	2325
"Heinola"	"2030"	16672	567	598	372	434	4004	3396	3190	4111	8151	279	289	172	216	2192	1700	1558	1745	8521	288	309	200	218	1812	1696	1632	2366
"Heinola"	"2031"	16534	558	588	356	412	3958	3338	3137	4187	8089	275	287	164	202	2164	1685	1541	1771	8445	283	301	192	210	1794	1653	1596	2416
"Hollola"	"2021"	23134	1450	1777	945	948	7077	4914	3357	2666	11355	735	878	472	485	3599	2446	1600	1140	11779	715	899	473	463	3478	2468	1757	1526
"Hollola"	"2022"	23007	1395	1767	915	941	7009	4840	3288	2852	11290	721	869	452	481	3562	2422	1547	1236	11717	674	898	463	460	3447	2418	1741	1616
"Hollola"	"2023"	22874	1361	1718	908	915	6944	4787	3237	3004	11224	693	861	445	462	3532	2418	1505	1308	11650	668	857	463	453	3412	2369	1732	1696
"Hollola"	"2024"	22735	1333	1669	896	873	6910	4712	3191	3151	11153	666	838	442	443	3518	2392	1489	1365	11582	667	831	454	430	3392	2320	1702	1786
"Hollola"	"2025"	22597	1326	1578	917	848	6821	4681	3126	3300	11083	666	795	455	425	3488	2351	1471	1432	11514	660	783	462	423	3333	2330	1655	1868
