"Alue"	"Vuosi"	"Yhteensa"
"Tervo"	"2025"	1422
"Tervo"	"2026"	1412
"Tervo"	"2027"	1402
"Tervo"	"2028"	1391
"Tervo"	"2029"	1380
"Tervo"	"2030"	1368
"Tervo"	"2031"	1355
"Tuusniemi"	"2021"	2377
"Tuusniemi"	"2022"	2329
"Tuusniemi"	"2023"	2283
"Tuusniemi"	"2024"	2244
"Tuusniemi"	"2025"	2207
"Tuusniemi"	"2026"	2174
"Tuusniemi"	"2027"	2142
"Tuusniemi"	"2028"	2113
"Tuusniemi"	"2029"	2084
"Tuusniemi"	"2030"	2058
"Tuusniemi"	"2031"	2033
"Varkaus"	"2021"	20012
"Varkaus"	"2022"	19748
"Varkaus"	"2023"	19497
"Varkaus"	"2024"	19254
"Varkaus"	"2025"	19021
"Varkaus"	"2026"	18797
"Varkaus"	"2027"	18582
"Varkaus"	"2028"	18370
"Varkaus"	"2029"	18162
"Varkaus"	"2030"	17961
"Varkaus"	"2031"	17767
"Vesanto"	"2021"	1925
"Vesanto"	"2022"	1885
"Vesanto"	"2023"	1847
"Vesanto"	"2024"	1813
"Vesanto"	"2025"	1780
"Vesanto"	"2026"	1748
"Vesanto"	"2027"	1718
"Vesanto"	"2028"	1689
"Vesanto"	"2029"	1662
"Vesanto"	"2030"	1636
"Vesanto"	"2031"	1611
"Vieremä"	"2021"	3477
"Vieremä"	"2022"	3432
"Vieremä"	"2023"	3388
"Vieremä"	"2024"	3346
"Vieremä"	"2025"	3309
"Vieremä"	"2026"	3271
"Vieremä"	"2027"	3236
"Vieremä"	"2028"	3201
"Vieremä"	"2029"	3165
"Vieremä"	"2030"	3130
"Vieremä"	"2031"	3094
"Heinävesi"	"2021"	3130
"Heinävesi"	"2022"	3065
"Heinävesi"	"2023"	3009
"Heinävesi"	"2024"	2954
"Heinävesi"	"2025"	2903
"Heinävesi"	"2026"	2855
"Heinävesi"	"2027"	2806
"Heinävesi"	"2028"	2758
"Heinävesi"	"2029"	2714
"Heinävesi"	"2030"	2671
"Heinävesi"	"2031"	2634
"Ilomantsi"	"2021"	4639
"Ilomantsi"	"2022"	4536
"Ilomantsi"	"2023"	4441
"Ilomantsi"	"2024"	4352
"Ilomantsi"	"2025"	4270
"Ilomantsi"	"2026"	4191
"Ilomantsi"	"2027"	4115
"Ilomantsi"	"2028"	4042
"Ilomantsi"	"2029"	3973
"Ilomantsi"	"2030"	3908
"Ilomantsi"	"2031"	3846
"Joensuu"	"2021"	77256
"Joensuu"	"2022"	77477
"Joensuu"	"2023"	77667
"Joensuu"	"2024"	77836
"Joensuu"	"2025"	77993
"Joensuu"	"2026"	78142
"Joensuu"	"2027"	78282
"Joensuu"	"2028"	78411
"Joensuu"	"2029"	78528
"Joensuu"	"2030"	78622
"Joensuu"	"2031"	78690
"Juuka"	"2021"	4436
"Juuka"	"2022"	4346
"Juuka"	"2023"	4255
"Juuka"	"2024"	4169
"Juuka"	"2025"	4086
"Juuka"	"2026"	4005
"Juuka"	"2027"	3934
"Juuka"	"2028"	3865
"Juuka"	"2029"	3801
"Juuka"	"2030"	3743
"Juuka"	"2031"	3686
"Kitee"	"2021"	9753
"Kitee"	"2022"	9568
"Kitee"	"2023"	9397
"Kitee"	"2024"	9242
"Kitee"	"2025"	9092
"Kitee"	"2026"	8948
"Kitee"	"2027"	8813
"Kitee"	"2028"	8684
"Kitee"	"2029"	8557
"Kitee"	"2030"	8431
"Kitee"	"2031"	8310
"Kontiolahti"	"2021"	14900
"Kontiolahti"	"2022"	14925
"Kontiolahti"	"2023"	14940
"Kontiolahti"	"2024"	14949
"Kontiolahti"	"2025"	14946
"Kontiolahti"	"2026"	14932
"Kontiolahti"	"2027"	14911
"Kontiolahti"	"2028"	14882
"Kontiolahti"	"2029"	14849
"Kontiolahti"	"2030"	14809
"Kontiolahti"	"2031"	14764
"Lieksa"	"2021"	10531
"Lieksa"	"2022"	10334
"Lieksa"	"2023"	10151
"Lieksa"	"2024"	9976
"Lieksa"	"2025"	9811
"Lieksa"	"2026"	9650
"Lieksa"	"2027"	9495
"Lieksa"	"2028"	9347
"Lieksa"	"2029"	9207
"Lieksa"	"2030"	9068
"Lieksa"	"2031"	8935
"Liperi"	"2021"	11930
"Liperi"	"2022"	11870
"Liperi"	"2023"	11808
"Liperi"	"2024"	11746
"Liperi"	"2025"	11680
"Liperi"	"2026"	11613
"Liperi"	"2027"	11543
"Liperi"	"2028"	11469
"Liperi"	"2029"	11390
"Liperi"	"2030"	11314
"Liperi"	"2031"	11239
"Nurmes"	"2021"	9339
"Nurmes"	"2022"	9181
"Nurmes"	"2023"	9028
"Nurmes"	"2024"	8886
"Nurmes"	"2025"	8746
"Nurmes"	"2026"	8614
"Nurmes"	"2027"	8490
"Nurmes"	"2028"	8372
"Nurmes"	"2029"	8258
"Nurmes"	"2030"	8149
"Nurmes"	"2031"	8042
"Outokumpu"	"2021"	6446
"Outokumpu"	"2022"	6342
"Outokumpu"	"2023"	6241
"Outokumpu"	"2024"	6144
"Outokumpu"	"2025"	6049
"Outokumpu"	"2026"	5953
"Outokumpu"	"2027"	5863
"Outokumpu"	"2028"	5772
"Outokumpu"	"2029"	5689
"Outokumpu"	"2030"	5606
"Outokumpu"	"2031"	5523
"Polvijärvi"	"2021"	4134
"Polvijärvi"	"2022"	4070
"Polvijärvi"	"2023"	4008
"Polvijärvi"	"2024"	3949
"Polvijärvi"	"2025"	3892
"Polvijärvi"	"2026"	3840
"Polvijärvi"	"2027"	3786
"Polvijärvi"	"2028"	3731
"Polvijärvi"	"2029"	3680
"Polvijärvi"	"2030"	3628
"Polvijärvi"	"2031"	3582
"Rääkkylä"	"2021"	2023
"Rääkkylä"	"2022"	1982
"Rääkkylä"	"2023"	1942
"Rääkkylä"	"2024"	1906
"Rääkkylä"	"2025"	1876
"Rääkkylä"	"2026"	1847
"Rääkkylä"	"2027"	1819
"Rääkkylä"	"2028"	1793
"Rääkkylä"	"2029"	1767
"Rääkkylä"	"2030"	1743
"Rääkkylä"	"2031"	1719
"Tohmajärvi"	"2021"	4212
"Tohmajärvi"	"2022"	4131
"Tohmajärvi"	"2023"	4064
"Tohmajärvi"	"2024"	3998
"Tohmajärvi"	"2025"	3939
"Tohmajärvi"	"2026"	3883
"Tohmajärvi"	"2027"	3829
"Tohmajärvi"	"2028"	3777
"Tohmajärvi"	"2029"	3726
"Tohmajärvi"	"2030"	3676
"Tohmajärvi"	"2031"	3627
"Hankasalmi"	"2021"	4696
"Hankasalmi"	"2022"	4615
"Hankasalmi"	"2023"	4540
"Hankasalmi"	"2024"	4471
"Hankasalmi"	"2025"	4404
"Hankasalmi"	"2026"	4340
"Hankasalmi"	"2027"	4279
"Hankasalmi"	"2028"	4217
"Hankasalmi"	"2029"	4158
"Hankasalmi"	"2030"	4100
"Hankasalmi"	"2031"	4044
"Joutsa"	"2021"	4222
"Joutsa"	"2022"	4152
"Joutsa"	"2023"	4086
"Joutsa"	"2024"	4024
"Joutsa"	"2025"	3968
"Joutsa"	"2026"	3910
"Joutsa"	"2027"	3859
"Joutsa"	"2028"	3811
"Joutsa"	"2029"	3764
"Joutsa"	"2030"	3720
"Joutsa"	"2031"	3679
"Jyväskylä"	"2021"	144682
"Jyväskylä"	"2022"	145722
"Jyväskylä"	"2023"	146679
"Jyväskylä"	"2024"	147567
"Jyväskylä"	"2025"	148403
"Jyväskylä"	"2026"	149175
"Jyväskylä"	"2027"	149896
"Jyväskylä"	"2028"	150567
"Jyväskylä"	"2029"	151191
"Jyväskylä"	"2030"	151760
"Jyväskylä"	"2031"	152261
"Jämsä"	"2021"	19534
"Jämsä"	"2022"	19211
"Jämsä"	"2023"	18907
"Jämsä"	"2024"	18626
"Jämsä"	"2025"	18362
"Jämsä"	"2026"	18104
"Jämsä"	"2027"	17859
"Jämsä"	"2028"	17619
"Jämsä"	"2029"	17383
"Jämsä"	"2030"	17156
"Jämsä"	"2031"	16935
"Kannonkoski"	"2021"	1303
"Kannonkoski"	"2022"	1281
"Kannonkoski"	"2023"	1262
"Kannonkoski"	"2024"	1242
"Kannonkoski"	"2025"	1224
"Kannonkoski"	"2026"	1210
"Kannonkoski"	"2027"	1194
"Kannonkoski"	"2028"	1179
"Kannonkoski"	"2029"	1165
"Kannonkoski"	"2030"	1151
"Kannonkoski"	"2031"	1139
"Karstula"	"2021"	3782
"Karstula"	"2022"	3707
"Karstula"	"2023"	3636
"Karstula"	"2024"	3564
"Karstula"	"2025"	3499
"Karstula"	"2026"	3436
"Karstula"	"2027"	3375
"Karstula"	"2028"	3317
"Karstula"	"2029"	3264
"Karstula"	"2030"	3211
"Karstula"	"2031"	3160
"Keuruu"	"2021"	9349
"Keuruu"	"2022"	9220
"Keuruu"	"2023"	9100
"Keuruu"	"2024"	8985
"Keuruu"	"2025"	8880
"Keuruu"	"2026"	8776
"Keuruu"	"2027"	8679
"Keuruu"	"2028"	8583
"Keuruu"	"2029"	8490
"Keuruu"	"2030"	8396
"Keuruu"	"2031"	8308
"Kinnula"	"2021"	1571
"Kinnula"	"2022"	1547
"Kinnula"	"2023"	1522
"Kinnula"	"2024"	1496
"Kinnula"	"2025"	1474
"Kinnula"	"2026"	1450
"Kinnula"	"2027"	1428
"Kinnula"	"2028"	1409
"Kinnula"	"2029"	1388
"Kinnula"	"2030"	1368
"Kinnula"	"2031"	1349
"Kivijärvi"	"2021"	1092
"Kivijärvi"	"2022"	1076
"Kivijärvi"	"2023"	1062
"Kivijärvi"	"2024"	1047
"Kivijärvi"	"2025"	1032
"Kivijärvi"	"2026"	1017
"Kivijärvi"	"2027"	1003
"Kivijärvi"	"2028"	989
"Kivijärvi"	"2029"	977
"Kivijärvi"	"2030"	966
"Kivijärvi"	"2031"	955
"Konnevesi"	"2021"	2556
"Konnevesi"	"2022"	2519
"Konnevesi"	"2023"	2484
"Konnevesi"	"2024"	2450
"Konnevesi"	"2025"	2419
"Konnevesi"	"2026"	2390
"Konnevesi"	"2027"	2360
"Konnevesi"	"2028"	2331
"Konnevesi"	"2029"	2305
"Konnevesi"	"2030"	2279
"Konnevesi"	"2031"	2254
"Kyyjärvi"	"2021"	1264
"Kyyjärvi"	"2022"	1239
"Kyyjärvi"	"2023"	1218
"Kyyjärvi"	"2024"	1199
"Kyyjärvi"	"2025"	1179
"Kyyjärvi"	"2026"	1161
"Kyyjärvi"	"2027"	1143
"Kyyjärvi"	"2028"	1124
"Kyyjärvi"	"2029"	1105
"Kyyjärvi"	"2030"	1086
"Kyyjärvi"	"2031"	1069
"Laukaa"	"2021"	18814
"Laukaa"	"2022"	18797
"Laukaa"	"2023"	18774
"Laukaa"	"2024"	18747
"Laukaa"	"2025"	18713
"Laukaa"	"2026"	18674
"Laukaa"	"2027"	18634
"Laukaa"	"2028"	18590
"Laukaa"	"2029"	18544
"Laukaa"	"2030"	18487
"Laukaa"	"2031"	18426
"Luhanka"	"2021"	694
"Luhanka"	"2022"	691
"Luhanka"	"2023"	686
"Luhanka"	"2024"	687
"Luhanka"	"2025"	683
"Luhanka"	"2026"	683
"Luhanka"	"2027"	680
"Luhanka"	"2028"	679
"Luhanka"	"2029"	679
"Luhanka"	"2030"	676
"Luhanka"	"2031"	674
"Multia"	"2021"	1531
"Multia"	"2022"	1506
"Multia"	"2023"	1481
"Multia"	"2024"	1457
"Multia"	"2025"	1434
"Multia"	"2026"	1413
"Multia"	"2027"	1389
"Multia"	"2028"	1367
"Multia"	"2029"	1345
"Multia"	"2030"	1327
"Multia"	"2031"	1310
"Muurame"	"2021"	10371
"Muurame"	"2022"	10465
"Muurame"	"2023"	10550
"Muurame"	"2024"	10629
"Muurame"	"2025"	10700
"Muurame"	"2026"	10763
"Muurame"	"2027"	10819
"Muurame"	"2028"	10869
"Muurame"	"2029"	10911
"Muurame"	"2030"	10942
"Muurame"	"2031"	10969
"Petäjävesi"	"2021"	3728
"Petäjävesi"	"2022"	3690
"Petäjävesi"	"2023"	3652
"Petäjävesi"	"2024"	3615
"Petäjävesi"	"2025"	3579
"Petäjävesi"	"2026"	3546
"Petäjävesi"	"2027"	3508
"Petäjävesi"	"2028"	3474
"Petäjävesi"	"2029"	3439
"Petäjävesi"	"2030"	3408
"Petäjävesi"	"2031"	3379
"Pihtipudas"	"2021"	3868
"Pihtipudas"	"2022"	3806
"Pihtipudas"	"2023"	3743
"Pihtipudas"	"2024"	3683
"Pihtipudas"	"2025"	3628
"Pihtipudas"	"2026"	3573
"Pihtipudas"	"2027"	3523
"Pihtipudas"	"2028"	3473
"Pihtipudas"	"2029"	3424
"Pihtipudas"	"2030"	3380
"Pihtipudas"	"2031"	3337
"Saarijärvi"	"2021"	9084
"Saarijärvi"	"2022"	8955
"Saarijärvi"	"2023"	8833
"Saarijärvi"	"2024"	8716
"Saarijärvi"	"2025"	8602
"Saarijärvi"	"2026"	8489
"Saarijärvi"	"2027"	8382
"Saarijärvi"	"2028"	8278
"Saarijärvi"	"2029"	8179
"Saarijärvi"	"2030"	8084
"Saarijärvi"	"2031"	7992
"Toivakka"	"2021"	2400
"Toivakka"	"2022"	2398
"Toivakka"	"2023"	2394
"Toivakka"	"2024"	2390
"Toivakka"	"2025"	2383
"Toivakka"	"2026"	2377
"Toivakka"	"2027"	2368
"Toivakka"	"2028"	2355
"Toivakka"	"2029"	2340
"Toivakka"	"2030"	2325
"Toivakka"	"2031"	2313
"Uurainen"	"2021"	3660
"Uurainen"	"2022"	3666
"Uurainen"	"2023"	3665
"Uurainen"	"2024"	3662
"Uurainen"	"2025"	3655
"Uurainen"	"2026"	3641
"Uurainen"	"2027"	3625
"Uurainen"	"2028"	3604
"Uurainen"	"2029"	3584
"Uurainen"	"2030"	3564
"Uurainen"	"2031"	3543
"Viitasaari"	"2021"	5983
"Viitasaari"	"2022"	5874
"Viitasaari"	"2023"	5775
"Viitasaari"	"2024"	5684
"Viitasaari"	"2025"	5597
"Viitasaari"	"2026"	5514
"Viitasaari"	"2027"	5434
"Viitasaari"	"2028"	5360
"Viitasaari"	"2029"	5284
"Viitasaari"	"2030"	5212
"Viitasaari"	"2031"	5144
"Äänekoski"	"2021"	18369
"Äänekoski"	"2022"	18163
"Äänekoski"	"2023"	17965
"Äänekoski"	"2024"	17772
"Äänekoski"	"2025"	17578
"Äänekoski"	"2026"	17390
"Äänekoski"	"2027"	17207
"Äänekoski"	"2028"	17031
"Äänekoski"	"2029"	16856
"Äänekoski"	"2030"	16683
"Äänekoski"	"2031"	16512
"Alajärvi"	"2021"	9303
"Alajärvi"	"2022"	9181
"Alajärvi"	"2023"	9064
"Alajärvi"	"2024"	8951
"Alajärvi"	"2025"	8841
"Alajärvi"	"2026"	8730
"Alajärvi"	"2027"	8621
"Alajärvi"	"2028"	8512
"Alajärvi"	"2029"	8407
"Alajärvi"	"2030"	8307
"Alajärvi"	"2031"	8210
"Alavus"	"2021"	11197
"Alavus"	"2022"	11068
"Alavus"	"2023"	10942
"Alavus"	"2024"	10815
"Alavus"	"2025"	10686
"Alavus"	"2026"	10562
"Alavus"	"2027"	10443
"Alavus"	"2028"	10325
"Alavus"	"2029"	10213
"Alavus"	"2030"	10100
"Alavus"	"2031"	9992
"Evijärvi"	"2021"	2378
"Evijärvi"	"2022"	2348
"Evijärvi"	"2023"	2321
"Evijärvi"	"2024"	2294
"Evijärvi"	"2025"	2269
"Evijärvi"	"2026"	2244
"Evijärvi"	"2027"	2219
"Evijärvi"	"2028"	2195
"Evijärvi"	"2029"	2169
"Evijärvi"	"2030"	2142
"Evijärvi"	"2031"	2119
"Ilmajoki"	"2021"	12340
"Ilmajoki"	"2022"	12377
"Ilmajoki"	"2023"	12410
"Ilmajoki"	"2024"	12437
"Ilmajoki"	"2025"	12456
"Ilmajoki"	"2026"	12469
"Ilmajoki"	"2027"	12477
"Ilmajoki"	"2028"	12477
"Ilmajoki"	"2029"	12477
"Ilmajoki"	"2030"	12473
"Ilmajoki"	"2031"	12469
"Isojoki"	"2021"	1889
"Isojoki"	"2022"	1854
"Isojoki"	"2023"	1823
"Isojoki"	"2024"	1796
"Isojoki"	"2025"	1770
"Isojoki"	"2026"	1745
"Isojoki"	"2027"	1725
"Isojoki"	"2028"	1704
"Isojoki"	"2029"	1684
"Isojoki"	"2030"	1664
"Isojoki"	"2031"	1644
"Isokyrö"	"2021"	4416
"Isokyrö"	"2022"	4364
"Isokyrö"	"2023"	4315
"Isokyrö"	"2024"	4267
"Isokyrö"	"2025"	4220
"Isokyrö"	"2026"	4174
"Isokyrö"	"2027"	4127
"Isokyrö"	"2028"	4086
"Isokyrö"	"2029"	4046
"Isokyrö"	"2030"	4007
"Isokyrö"	"2031"	3969
"Karijoki"	"2021"	1180
"Karijoki"	"2022"	1153
"Karijoki"	"2023"	1129
"Karijoki"	"2024"	1107
"Karijoki"	"2025"	1088
"Karijoki"	"2026"	1071
"Karijoki"	"2027"	1052
"Karijoki"	"2028"	1039
"Karijoki"	"2029"	1023
"Karijoki"	"2030"	1010
"Karijoki"	"2031"	995
"Kauhajoki"	"2021"	12845
"Kauhajoki"	"2022"	12685
"Kauhajoki"	"2023"	12533
"Kauhajoki"	"2024"	12386
"Kauhajoki"	"2025"	12251
"Kauhajoki"	"2026"	12120
"Kauhajoki"	"2027"	11989
"Kauhajoki"	"2028"	11855
"Kauhajoki"	"2029"	11723
"Kauhajoki"	"2030"	11592
"Kauhajoki"	"2031"	11466
"Kauhava"	"2021"	15286
"Kauhava"	"2022"	15057
"Kauhava"	"2023"	14832
"Kauhava"	"2024"	14615
"Kauhava"	"2025"	14412
"Kauhava"	"2026"	14215
"Kauhava"	"2027"	14026
"Kauhava"	"2028"	13842
"Kauhava"	"2029"	13663
"Kauhava"	"2030"	13491
"Kauhava"	"2031"	13329
"Kuortane"	"2021"	3497
"Kuortane"	"2022"	3458
"Kuortane"	"2023"	3423
"Kuortane"	"2024"	3387
"Kuortane"	"2025"	3354
"Kuortane"	"2026"	3319
"Kuortane"	"2027"	3287
"Kuortane"	"2028"	3257
"Kuortane"	"2029"	3229
"Kuortane"	"2030"	3204
"Kuortane"	"2031"	3177
"Kurikka"	"2021"	20206
"Kurikka"	"2022"	19959
"Kurikka"	"2023"	19726
"Kurikka"	"2024"	19495
"Kurikka"	"2025"	19269
"Kurikka"	"2026"	19049
"Kurikka"	"2027"	18834
"Kurikka"	"2028"	18622
"Kurikka"	"2029"	18410
"Kurikka"	"2030"	18203
"Kurikka"	"2031"	17996
"Lappajärvi"	"2021"	2868
"Lappajärvi"	"2022"	2813
"Lappajärvi"	"2023"	2759
"Lappajärvi"	"2024"	2711
"Lappajärvi"	"2025"	2664
"Lappajärvi"	"2026"	2618
"Lappajärvi"	"2027"	2575
"Lappajärvi"	"2028"	2530
"Lappajärvi"	"2029"	2490
"Lappajärvi"	"2030"	2453
"Lappajärvi"	"2031"	2412
"Lapua"	"2021"	14140
"Lapua"	"2022"	14057
"Lapua"	"2023"	13969
"Lapua"	"2024"	13878
"Lapua"	"2025"	13787
"Lapua"	"2026"	13700
"Lapua"	"2027"	13608
"Lapua"	"2028"	13518
"Lapua"	"2029"	13425
"Lapua"	"2030"	13327
"Lapua"	"2031"	13227
"Seinäjoki"	"2021"	64695
"Seinäjoki"	"2022"	65197
"Seinäjoki"	"2023"	65661
"Seinäjoki"	"2024"	66090
"Seinäjoki"	"2025"	66485
"Seinäjoki"	"2026"	66855
"Seinäjoki"	"2027"	67202
"Seinäjoki"	"2028"	67516
"Seinäjoki"	"2029"	67798
"Seinäjoki"	"2030"	68050
"Seinäjoki"	"2031"	68267
"Soini"	"2021"	1965
"Soini"	"2022"	1927
"Soini"	"2023"	1890
"Soini"	"2024"	1858
"Soini"	"2025"	1828
"Soini"	"2026"	1795
"Soini"	"2027"	1766
"Soini"	"2028"	1737
"Soini"	"2029"	1709
"Soini"	"2030"	1679
"Soini"	"2031"	1649
"Teuva"	"2021"	4893
"Teuva"	"2022"	4796
"Teuva"	"2023"	4712
"Teuva"	"2024"	4632
"Teuva"	"2025"	4554
"Teuva"	"2026"	4479
"Teuva"	"2027"	4407
"Teuva"	"2028"	4334
"Teuva"	"2029"	4266
"Teuva"	"2030"	4200
"Teuva"	"2031"	4135
"Vimpeli"	"2021"	2724
"Vimpeli"	"2022"	2666
"Vimpeli"	"2023"	2612
"Vimpeli"	"2024"	2555
"Vimpeli"	"2025"	2502
"Vimpeli"	"2026"	2454
"Vimpeli"	"2027"	2409
"Vimpeli"	"2028"	2368
"Vimpeli"	"2029"	2325
"Vimpeli"	"2030"	2285
"Vimpeli"	"2031"	2249
"Ähtäri"	"2021"	5428
"Ähtäri"	"2022"	5336
"Ähtäri"	"2023"	5249
"Ähtäri"	"2024"	5165
"Ähtäri"	"2025"	5087
"Ähtäri"	"2026"	5010
"Ähtäri"	"2027"	4934
"Ähtäri"	"2028"	4863
"Ähtäri"	"2029"	4797
"Ähtäri"	"2030"	4734
"Ähtäri"	"2031"	4672
"Kaskinen"	"2021"	1285
"Kaskinen"	"2022"	1291
"Kaskinen"	"2023"	1297
"Kaskinen"	"2024"	1302
"Kaskinen"	"2025"	1306
"Kaskinen"	"2026"	1311
"Kaskinen"	"2027"	1314
"Kaskinen"	"2028"	1317
"Kaskinen"	"2029"	1318
"Kaskinen"	"2030"	1319
"Kaskinen"	"2031"	1320
"Korsnäs"	"2021"	2055
"Korsnäs"	"2022"	2040
"Korsnäs"	"2023"	2027
"Korsnäs"	"2024"	2015
"Korsnäs"	"2025"	2005
"Korsnäs"	"2026"	1995
"Korsnäs"	"2027"	1982
"Korsnäs"	"2028"	1971
"Korsnäs"	"2029"	1959
"Korsnäs"	"2030"	1948
"Korsnäs"	"2031"	1937
"Kristiinankaupunki"	"2021"	6336
"Kristiinankaupunki"	"2022"	6253
"Kristiinankaupunki"	"2023"	6178
"Kristiinankaupunki"	"2024"	6109
"Kristiinankaupunki"	"2025"	6047
"Kristiinankaupunki"	"2026"	5988
"Kristiinankaupunki"	"2027"	5931
"Kristiinankaupunki"	"2028"	5874
"Kristiinankaupunki"	"2029"	5817
"Kristiinankaupunki"	"2030"	5762
"Kristiinankaupunki"	"2031"	5710
"Kruunupyy"	"2021"	6370
"Kruunupyy"	"2022"	6320
"Kruunupyy"	"2023"	6272
"Kruunupyy"	"2024"	6224
"Kruunupyy"	"2025"	6177
"Kruunupyy"	"2026"	6131
"Kruunupyy"	"2027"	6084
"Kruunupyy"	"2028"	6036
"Kruunupyy"	"2029"	5990
"Kruunupyy"	"2030"	5943
"Kruunupyy"	"2031"	5901
"Laihia"	"2021"	7974
"Laihia"	"2022"	7947
"Laihia"	"2023"	7920
"Laihia"	"2024"	7887
"Laihia"	"2025"	7852
"Laihia"	"2026"	7816
"Laihia"	"2027"	7776
"Laihia"	"2028"	7730
"Laihia"	"2029"	7677
"Laihia"	"2030"	7627
"Laihia"	"2031"	7575
"Luoto"	"2021"	5625
"Luoto"	"2022"	5708
"Luoto"	"2023"	5788
"Luoto"	"2024"	5865
"Luoto"	"2025"	5937
"Luoto"	"2026"	6007
"Luoto"	"2027"	6075
"Luoto"	"2028"	6139
"Luoto"	"2029"	6203
"Luoto"	"2030"	6263
"Luoto"	"2031"	6323
"Maalahti"	"2021"	5435
"Maalahti"	"2022"	5421
"Maalahti"	"2023"	5411
"Maalahti"	"2024"	5400
"Maalahti"	"2025"	5388
"Maalahti"	"2026"	5376
"Maalahti"	"2027"	5362
"Maalahti"	"2028"	5341
"Maalahti"	"2029"	5321
"Maalahti"	"2030"	5303
"Maalahti"	"2031"	5288
"Mustasaari"	"2021"	19484
"Mustasaari"	"2022"	19506
"Mustasaari"	"2023"	19518
"Mustasaari"	"2024"	19523
"Mustasaari"	"2025"	19520
"Mustasaari"	"2026"	19512
"Mustasaari"	"2027"	19499
"Mustasaari"	"2028"	19482
"Mustasaari"	"2029"	19452
"Mustasaari"	"2030"	19413
"Mustasaari"	"2031"	19372
"Närpiö"	"2021"	9583
"Närpiö"	"2022"	9591
"Närpiö"	"2023"	9601
"Närpiö"	"2024"	9612
"Närpiö"	"2025"	9622
"Närpiö"	"2026"	9628
"Närpiö"	"2027"	9634
"Närpiö"	"2028"	9638
"Närpiö"	"2029"	9642
"Närpiö"	"2030"	9645
"Närpiö"	"2031"	9646
"Pedersören kunta"	"2021"	11203
"Pedersören kunta"	"2022"	11226
"Pedersören kunta"	"2023"	11251
"Pedersören kunta"	"2024"	11270
"Pedersören kunta"	"2025"	11291
"Pedersören kunta"	"2026"	11309
"Pedersören kunta"	"2027"	11322
"Pedersören kunta"	"2028"	11332
"Pedersören kunta"	"2029"	11341
"Pedersören kunta"	"2030"	11350
"Pedersören kunta"	"2031"	11357
"Pietarsaari"	"2021"	19021
"Pietarsaari"	"2022"	18932
"Pietarsaari"	"2023"	18844
"Pietarsaari"	"2024"	18765
"Pietarsaari"	"2025"	18684
"Pietarsaari"	"2026"	18600
"Pietarsaari"	"2027"	18520
"Pietarsaari"	"2028"	18441
"Pietarsaari"	"2029"	18361
"Pietarsaari"	"2030"	18286
"Pietarsaari"	"2031"	18210
"Uusikaarlepyy"	"2021"	7474
"Uusikaarlepyy"	"2022"	7461
"Uusikaarlepyy"	"2023"	7446
"Uusikaarlepyy"	"2024"	7434
"Uusikaarlepyy"	"2025"	7418
"Uusikaarlepyy"	"2026"	7395
"Uusikaarlepyy"	"2027"	7370
"Uusikaarlepyy"	"2028"	7338
"Uusikaarlepyy"	"2029"	7309
"Uusikaarlepyy"	"2030"	7280
"Uusikaarlepyy"	"2031"	7248
"Vaasa"	"2021"	67680
"Vaasa"	"2022"	67686
"Vaasa"	"2023"	67681
"Vaasa"	"2024"	67677
"Vaasa"	"2025"	67675
"Vaasa"	"2026"	67680
"Vaasa"	"2027"	67693
"Vaasa"	"2028"	67709
"Vaasa"	"2029"	67722
"Vaasa"	"2030"	67724
"Vaasa"	"2031"	67710
"Vöyri"	"2021"	6338
"Vöyri"	"2022"	6277
"Vöyri"	"2023"	6219
"Vöyri"	"2024"	6163
"Vöyri"	"2025"	6108
"Vöyri"	"2026"	6055
"Vöyri"	"2027"	5999
"Vöyri"	"2028"	5941
"Vöyri"	"2029"	5886
"Vöyri"	"2030"	5831
"Vöyri"	"2031"	5778
"Halsua"	"2021"	1074
"Halsua"	"2022"	1047
"Halsua"	"2023"	1023
"Halsua"	"2024"	1001
"Halsua"	"2025"	979
"Halsua"	"2026"	959
"Halsua"	"2027"	940
"Halsua"	"2028"	922
"Halsua"	"2029"	905
"Halsua"	"2030"	888
"Halsua"	"2031"	870
"Kannus"	"2021"	5389
"Kannus"	"2022"	5352
"Kannus"	"2023"	5317
"Kannus"	"2024"	5279
"Kannus"	"2025"	5245
"Kannus"	"2026"	5214
"Kannus"	"2027"	5185
"Kannus"	"2028"	5155
"Kannus"	"2029"	5122
"Kannus"	"2030"	5087
"Kannus"	"2031"	5052
"Kaustinen"	"2021"	4202
"Kaustinen"	"2022"	4177
"Kaustinen"	"2023"	4147
"Kaustinen"	"2024"	4120
"Kaustinen"	"2025"	4089
"Kaustinen"	"2026"	4058
"Kaustinen"	"2027"	4027
"Kaustinen"	"2028"	3996
"Kaustinen"	"2029"	3963
"Kaustinen"	"2030"	3926
"Kaustinen"	"2031"	3890
"Kokkola"	"2021"	47843
"Kokkola"	"2022"	47866
"Kokkola"	"2023"	47883
"Kokkola"	"2024"	47886
"Kokkola"	"2025"	47872
"Kokkola"	"2026"	47843
"Kokkola"	"2027"	47803
"Kokkola"	"2028"	47748
"Kokkola"	"2029"	47680
"Kokkola"	"2030"	47598
"Kokkola"	"2031"	47501
"Lestijärvi"	"2021"	709
"Lestijärvi"	"2022"	698
"Lestijärvi"	"2023"	686
"Lestijärvi"	"2024"	678
"Lestijärvi"	"2025"	669
"Lestijärvi"	"2026"	660
